Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LandContour,Utilities,LandSlope,Neighborhood,BldgType,HouseStyle,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,ExterCond,BsmtQual,BsmtCond,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,PavedDrive,OpenPorchSF,PoolArea,PoolQC,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1098,120,RL,NA,3696,Pave,NA,Lvl,AllPub,Gtl,StoneBr,TwnhsE,1Story,5,1986,1986,Gable,CompShg,HdBoard,TA,Gd,TA,1074,GasA,Ex,Y,SBrkr,1088,0,1088,1,1,2,Gd,5,Typ,0,NA,1987,2,461,TA,Y,74,0,NA,NA,10,2007,WD,Normal,170000
1099,50,RM,50,6000,Pave,NA,Lvl,AllPub,Gtl,BrkSide,1Fam,1.5Fin,6,1936,1950,Gable,CompShg,MetalSd,TA,TA,TA,672,GasA,TA,Y,SBrkr,757,567,1324,1,0,3,TA,6,Typ,0,NA,1936,1,240,TA,Y,0,0,NA,NA,7,2009,WD,Normal,128000
1100,20,RL,82,11880,Pave,NA,Lvl,AllPub,Gtl,NWAmes,1Fam,1Story,5,1978,1978,Gable,CompShg,Plywood,TA,Gd,TA,1271,GasA,TA,Y,SBrkr,1601,0,1601,2,0,3,TA,7,Typ,1,TA,1978,2,478,TA,Y,0,0,NA,NA,4,2009,COD,Abnorml,157000
1101,30,RL,60,8400,Pave,NA,Bnk,AllPub,Gtl,SWISU,1Fam,1Story,5,1920,1950,Gable,CompShg,Wd Sdng,TA,TA,Fa,290,GasA,TA,N,FuseF,438,0,438,1,0,1,Fa,3,Typ,0,NA,1930,1,246,TA,N,0,0,NA,NA,1,2009,WD,Normal,60000
1102,20,RL,61,9758,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,1Story,5,1971,1971,Gable,CompShg,HdBoard,TA,TA,TA,950,GasA,TA,Y,SBrkr,950,0,950,1,0,3,TA,5,Typ,0,NA,1981,1,280,TA,Y,0,0,NA,NA,7,2007,WD,Normal,119500
1103,20,RL,70,7000,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,1Story,7,1960,2002,Gable,CompShg,Wd Sdng,TA,TA,TA,1010,GasA,Ex,Y,SBrkr,1134,0,1134,1,0,2,TA,6,Typ,0,NA,1960,1,254,TA,Y,16,0,NA,MnWw,4,2007,WD,Family,135000
1104,20,RL,79,8910,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,1Story,6,1959,1959,Hip,CompShg,BrkFace,TA,TA,TA,655,GasA,Ex,Y,SBrkr,1194,0,1194,1,0,3,TA,6,Typ,1,Fa,1954,2,539,TA,Y,0,0,NA,NA,7,2006,WD,Normal,159500
1105,160,RM,24,2016,Pave,NA,Lvl,AllPub,Gtl,BrDale,TwnhsE,2Story,5,1970,1970,Gable,CompShg,HdBoard,TA,TA,TA,630,GasA,TA,Y,SBrkr,630,672,1302,2,1,3,TA,6,Typ,0,NA,1970,2,440,TA,Y,0,0,NA,NA,4,2007,WD,Normal,106000
1106,60,RL,98,12256,Pave,NA,Lvl,AllPub,Gtl,NoRidge,1Fam,2Story,5,1994,1995,Gable,CompShg,HdBoard,TA,Ex,TA,1463,GasA,Ex,Y,SBrkr,1500,1122,2622,2,1,3,Gd,9,Typ,2,TA,1994,2,712,TA,Y,32,0,NA,NA,4,2010,WD,Normal,325000
1107,20,RL,114,10357,Pave,NA,Lvl,AllPub,Gtl,SawyerW,1Fam,1Story,5,1990,1991,Hip,CompShg,HdBoard,TA,Gd,TA,910,GasA,Gd,Y,SBrkr,1442,0,1442,2,0,3,Gd,6,Typ,1,TA,1990,2,719,TA,Y,244,0,NA,NA,5,2007,WD,Normal,179900
1108,60,RL,168,23257,Pave,NA,HLS,AllPub,Gtl,Gilbert,1Fam,2Story,5,2006,2006,Gable,CompShg,VinylSd,TA,Ex,Gd,868,GasA,Ex,Y,SBrkr,887,1134,2021,2,1,3,Gd,9,Typ,1,Gd,2006,2,422,TA,Y,100,0,NA,NA,9,2006,New,Partial,274725
1109,60,RL,NA,8063,Pave,NA,Lvl,AllPub,Gtl,Gilbert,1Fam,2Story,5,2000,2000,Gable,CompShg,VinylSd,TA,Gd,TA,924,GasA,Ex,Y,SBrkr,948,742,1690,2,1,3,TA,7,Typ,1,TA,2000,2,463,TA,Y,48,0,NA,NA,11,2007,WD,Abnorml,181000
1110,20,RL,107,11362,Pave,NA,Lvl,AllPub,Gtl,NridgHt,1Fam,1Story,5,2004,2005,Gable,CompShg,MetalSd,TA,Ex,TA,1836,GasA,Ex,Y,SBrkr,1836,0,1836,2,0,3,Gd,7,Typ,1,Gd,2004,3,862,TA,Y,185,0,NA,NA,3,2009,WD,Normal,280000
1111,60,RL,NA,8000,Pave,NA,Lvl,AllPub,Gtl,Gilbert,1Fam,2Story,5,1995,1996,Gable,CompShg,HdBoard,TA,Gd,TA,773,GasA,Gd,Y,SBrkr,773,885,1658,2,1,3,TA,8,Typ,1,TA,1995,2,431,TA,Y,84,0,NA,NA,6,2008,WD,Normal,188000
1112,60,RL,80,10480,Pave,NA,Lvl,AllPub,Gtl,NWAmes,1Fam,2Story,6,1976,1976,Hip,CompShg,Plywood,TA,TA,TA,803,GasA,TA,Y,SBrkr,1098,866,1964,2,1,4,TA,8,Typ,1,Gd,1976,2,483,TA,Y,69,0,NA,NA,9,2008,WD,Normal,205000
1113,20,RL,73,7100,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,1Story,7,1957,1957,Gable,CompShg,WdShing,TA,TA,TA,816,GasA,TA,Y,FuseA,816,0,816,1,0,2,TA,5,Typ,0,NA,1957,1,308,TA,Y,0,0,NA,NA,7,2006,WD,Normal,129900
1114,20,RL,66,8923,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,1Story,7,1953,2006,Gable,CompShg,Wd Sdng,TA,TA,TA,1008,GasA,Gd,Y,SBrkr,1008,0,1008,1,0,2,Gd,6,Typ,0,NA,1953,1,240,TA,Y,18,0,NA,NA,5,2007,WD,Normal,134500
1115,20,RL,90,5400,Pave,NA,Lvl,AllPub,Gtl,OldTown,1Fam,1Story,7,1954,2000,Gable,CompShg,MetalSd,Gd,TA,TA,833,GasA,Ex,Y,SBrkr,833,0,833,1,0,2,Gd,4,Typ,0,NA,1955,1,326,TA,Y,0,0,NA,MnPrv,8,2006,WD,Normal,117000
1116,20,RL,93,12085,Pave,NA,Lvl,AllPub,Gtl,NridgHt,1Fam,1Story,5,2007,2007,Hip,CompShg,VinylSd,TA,Ex,TA,1734,GasA,Ex,Y,SBrkr,1734,0,1734,2,0,3,Ex,7,Typ,1,Gd,2007,3,928,TA,Y,0,0,NA,NA,11,2007,New,Partial,318000
1117,80,RL,NA,7750,Pave,NA,Lvl,AllPub,Gtl,Gilbert,1Fam,SLvl,5,2002,2002,Hip,CompShg,VinylSd,TA,Gd,TA,408,GasA,Ex,Y,SBrkr,779,640,1419,2,1,3,Gd,7,Typ,1,TA,2002,2,527,TA,Y,0,0,NA,NA,3,2009,WD,Normal,184100
1118,20,RL,57,9764,Pave,NA,Lvl,AllPub,Gtl,Sawyer,1Fam,1Story,7,1967,2003,Gable,CompShg,VinylSd,TA,TA,TA,894,GasA,Ex,Y,SBrkr,894,0,894,1,0,3,Gd,5,Typ,0,NA,1967,2,450,TA,Y,0,0,NA,NA,5,2008,WD,Normal,130000
1119,80,RL,85,13825,Pave,NA,Lvl,AllPub,Gtl,Sawyer,1Fam,SLvl,6,1958,1987,Gable,CompShg,MetalSd,Gd,TA,TA,533,GasA,TA,Y,SBrkr,1021,580,1601,1,0,3,TA,6,Min2,0,NA,1958,1,300,TA,Y,34,0,NA,NA,12,2008,WD,Normal,140000
1120,20,RL,70,7560,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,1Story,5,1959,1959,Gable,CompShg,BrkFace,TA,TA,TA,1040,GasA,TA,Y,FuseA,1040,0,1040,1,0,3,TA,6,Typ,0,NA,1959,1,286,TA,Y,0,0,NA,GdWo,7,2006,WD,Normal,133700
1121,30,RM,59,8263,Pave,NA,Bnk,AllPub,Mod,IDOTRR,1Fam,1Story,5,1920,1950,Gable,CompShg,BrkFace,TA,TA,TA,1012,GasA,TA,Y,FuseA,1012,0,1012,1,0,2,TA,6,Typ,1,Gd,1920,1,308,TA,Y,22,0,NA,MnPrv,5,2007,WD,Normal,118400
1122,20,RL,84,10084,Pave,NA,Lvl,AllPub,Gtl,CollgCr,1Fam,1Story,5,2005,2006,Gable,CompShg,VinylSd,TA,Gd,TA,1552,GasA,Ex,Y,SBrkr,1552,0,1552,2,0,3,Gd,7,Typ,0,NA,2005,3,782,TA,Y,20,0,NA,NA,7,2006,New,Partial,212900
1123,20,RL,NA,8926,Pave,NA,Lvl,AllPub,Gtl,Edwards,1Fam,1Story,3,1956,1956,Gable,CompShg,AsbShng,TA,TA,TA,672,GasA,Ex,Y,FuseA,960,0,960,1,0,3,TA,5,Typ,0,NA,1956,1,288,TA,Y,0,0,NA,MnPrv,10,2009,COD,Abnorml,112000
1124,20,RL,50,9405,Pave,NA,Lvl,AllPub,Gtl,Edwards,1Fam,1Story,9,1947,2008,Hip,CompShg,VinylSd,Ex,TA,TA,698,GasA,Ex,Y,SBrkr,698,0,698,1,0,2,TA,4,Typ,0,NA,NA,0,0,NA,Y,200,0,NA,NA,6,2009,WD,Normal,118000
1125,80,RL,NA,9125,Pave,NA,Lvl,AllPub,Gtl,Gilbert,1Fam,SLvl,5,1992,1992,Gable,CompShg,HdBoard,TA,Gd,TA,384,GasA,Gd,Y,SBrkr,812,670,1482,2,1,3,Gd,7,Typ,1,TA,1992,2,392,TA,Y,25,0,NA,NA,7,2007,WD,Normal,163900
1126,20,RL,60,10434,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,1Story,5,1955,1955,Gable,CompShg,Plywood,TA,TA,TA,1005,GasA,TA,Y,SBrkr,1005,0,1005,1,0,2,Fa,5,Typ,1,TA,1977,2,672,Fa,Y,0,0,NA,NA,11,2009,WD,Normal,115000
1127,120,RL,53,3684,Pave,NA,Lvl,AllPub,Gtl,Blmngtn,TwnhsE,1Story,5,2007,2007,Hip,CompShg,VinylSd,TA,Gd,TA,1373,GasA,Ex,Y,SBrkr,1555,0,1555,2,0,2,Gd,7,Typ,1,TA,2007,3,660,TA,Y,20,0,NA,NA,6,2009,WD,Normal,174000
1128,20,RL,182,14572,Pave,NA,Lvl,AllPub,Gtl,Gilbert,1Fam,1Story,5,2004,2004,Hip,CompShg,VinylSd,TA,Gd,TA,1530,GasA,Ex,Y,SBrkr,1530,0,1530,2,0,3,Gd,7,Typ,1,Gd,2004,3,630,TA,Y,36,0,NA,NA,11,2007,WD,Family,259000
1129,60,RL,59,11796,Pave,NA,Lvl,AllPub,Gtl,Gilbert,1Fam,2Story,5,2004,2005,Gable,CompShg,VinylSd,TA,Gd,TA,847,GasA,Ex,Y,SBrkr,847,1112,1959,2,1,4,Gd,8,Typ,1,Gd,2004,2,434,TA,Y,48,0,NA,NA,7,2007,WD,Normal,215000
1130,90,RM,60,7200,Pave,Grvl,Lvl,AllPub,Gtl,OldTown,Duplex,SFoyer,5,1980,1980,Gable,CompShg,MetalSd,TA,Gd,TA,936,GasA,TA,Y,SBrkr,936,0,936,1,0,2,TA,4,Typ,0,NA,1980,2,672,TA,Y,0,0,NA,NA,8,2007,WD,Normal,140000
1131,50,RL,65,7804,Pave,NA,Lvl,AllPub,Gtl,SWISU,1Fam,1.5Fin,3,1928,1950,Gable,CompShg,WdShing,TA,TA,TA,1122,GasA,TA,Y,SBrkr,1328,653,1981,2,0,4,Gd,7,Min2,2,TA,1981,2,576,TA,Y,44,0,NA,MnPrv,12,2009,WD,Normal,135000
1132,20,RL,63,10712,Pave,NA,Lvl,AllPub,Gtl,Mitchel,1Fam,1Story,5,1991,1992,Gable,CompShg,HdBoard,TA,Gd,TA,974,GasA,TA,Y,SBrkr,974,0,974,1,0,3,TA,5,Typ,0,NA,NA,0,0,NA,Y,28,0,NA,MnPrv,9,2007,Oth,Abnorml,93500
1133,70,RM,90,9900,Pave,NA,Lvl,AllPub,Gtl,OldTown,1Fam,2Story,4,1880,1950,Gable,CompShg,Wd Sdng,TA,TA,TA,1008,GasW,TA,Y,SBrkr,1178,1032,2210,2,0,5,Fa,8,Typ,0,NA,1930,1,205,Fa,N,48,0,NA,NA,5,2007,WD,Normal,117500
1134,60,RL,80,9828,Pave,NA,Lvl,AllPub,Gtl,SawyerW,1Fam,2Story,5,1995,1995,Gable,CompShg,VinylSd,TA,Gd,TA,1128,GasA,Ex,Y,SBrkr,1142,878,2020,2,1,3,Gd,8,Typ,1,TA,1995,2,466,TA,Y,155,0,NA,NA,6,2009,WD,Normal,239500
1135,60,RL,57,8773,Pave,NA,HLS,AllPub,Gtl,Gilbert,1Fam,2Story,5,1997,1997,Gable,CompShg,VinylSd,TA,Gd,TA,916,GasA,Gd,Y,SBrkr,916,684,1600,2,1,3,TA,7,Typ,1,TA,1997,2,460,TA,Y,38,0,NA,NA,8,2007,WD,Normal,169000
1136,30,RM,60,6180,Pave,NA,Lvl,AllPub,Gtl,BrkSide,1Fam,1Story,5,1926,1950,Gable,CompShg,Wd Sdng,TA,TA,TA,960,GasA,TA,N,SBrkr,986,0,986,1,0,2,TA,5,Typ,1,Gd,1926,1,180,TA,Y,128,0,NA,NA,5,2007,WD,Normal,102000
1137,50,RL,80,9600,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,1.5Fin,5,1950,1950,Gable,CompShg,VinylSd,TA,TA,TA,1032,GasA,TA,Y,FuseA,1032,220,1252,1,0,3,TA,6,Typ,0,NA,1950,1,288,TA,Y,0,0,NA,NA,4,2008,WD,Abnorml,119000
1138,50,RL,54,6342,Pave,NA,Lvl,AllPub,Gtl,Sawyer,1Fam,1.5Fin,8,1875,1996,Gable,CompShg,VinylSd,Gd,TA,TA,780,GasA,Gd,N,SBrkr,780,240,1020,1,0,2,TA,6,Typ,0,NA,NA,0,0,NA,N,0,0,NA,NA,5,2010,WD,Normal,94000
1139,20,RL,NA,9819,Pave,NA,Lvl,AllPub,Mod,Mitchel,1Fam,1Story,5,1977,1977,Gable,CompShg,Plywood,TA,TA,TA,1567,GasA,TA,Y,SBrkr,1567,0,1567,2,0,2,Gd,5,Typ,2,TA,1977,2,714,TA,Y,32,0,NA,NA,5,2009,WD,Normal,196000
1140,30,RL,98,8731,Pave,NA,Lvl,AllPub,Gtl,BrkSide,1Fam,1Story,5,1920,1950,Gable,CompShg,Stucco,Fa,TA,TA,915,GasA,TA,Y,SBrkr,1167,0,1167,1,0,3,TA,6,Maj1,1,Gd,1972,2,495,TA,Y,0,0,NA,NA,5,2007,WD,Normal,144000
1141,20,RL,60,7350,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,1Story,7,1951,1951,Gable,CompShg,HdBoard,TA,TA,TA,952,GasA,TA,Y,SBrkr,952,0,952,1,0,2,TA,4,Typ,0,NA,1988,2,840,TA,Y,0,0,NA,NA,6,2008,COD,Abnorml,139000
1142,60,RL,NA,10304,Pave,NA,Lvl,AllPub,Gtl,NWAmes,1Fam,2Story,7,1976,1976,Gable,CompShg,Plywood,Gd,TA,TA,780,GasA,Ex,Y,SBrkr,1088,780,1868,2,1,4,Gd,9,Typ,1,TA,1976,2,484,TA,Y,96,0,NA,NA,10,2009,WD,Normal,197500
1143,60,RL,77,9965,Pave,NA,Lvl,AllPub,Gtl,CollgCr,1Fam,2Story,5,2006,2007,Hip,CompShg,VinylSd,TA,Ex,TA,1466,GasA,Ex,Y,SBrkr,1466,1362,2828,3,0,4,Gd,11,Typ,1,TA,2006,3,1052,TA,Y,144,0,NA,NA,4,2007,New,Partial,424870
1144,20,RL,NA,9000,Pave,NA,Lvl,AllPub,Gtl,Sawyer,1Fam,1Story,3,1959,1959,Gable,CompShg,Wd Sdng,TA,TA,TA,1006,GasA,TA,Y,SBrkr,1006,0,1006,1,0,3,TA,5,Typ,0,NA,NA,0,0,NA,Y,24,0,NA,NA,7,2008,WD,Normal,80000
1145,190,RL,60,12180,Pave,NA,Lvl,AllPub,Gtl,Edwards,2fmCon,1.5Fin,4,1941,1950,Gable,CompShg,MetalSd,Fa,Gd,TA,672,Grav,Fa,N,FuseA,672,252,924,1,0,2,Fa,5,Typ,0,NA,1941,1,280,TA,Y,0,0,NA,MnPrv,7,2010,WD,Normal,80000
1146,50,RM,52,6240,Pave,NA,Lvl,AllPub,Gtl,BrkSide,1Fam,1.5Fin,6,1928,1950,Gable,CompShg,MetalSd,TA,TA,TA,1042,GasA,Ex,Y,SBrkr,1042,534,1576,1,0,3,TA,8,Typ,1,Gd,1928,1,225,TA,Y,0,0,NA,NA,8,2006,WD,Family,149000
1147,20,RL,NA,11200,Pave,NA,Lvl,AllPub,Gtl,SawyerW,1Fam,1Story,5,1985,1985,Gable,CompShg,Wd Sdng,TA,Gd,TA,1298,GasA,TA,Y,SBrkr,1298,0,1298,2,0,3,Gd,5,Typ,1,TA,1985,2,403,TA,Y,26,0,NA,NA,5,2006,WD,Normal,180000
1148,70,RL,75,12000,Pave,NA,Bnk,AllPub,Gtl,Crawfor,1Fam,2Story,7,1941,1950,Gable,CompShg,MetalSd,TA,TA,TA,704,GasA,Ex,Y,SBrkr,860,704,1564,1,1,3,Fa,7,Typ,1,Gd,1941,1,234,TA,Y,0,0,NA,NA,7,2009,WD,Normal,174500
1149,50,RM,NA,5700,Pave,NA,Lvl,AllPub,Gtl,OldTown,1Fam,1.5Fin,7,1926,1950,Gable,CompShg,Wd Sdng,TA,TA,TA,572,GasA,TA,Y,SBrkr,572,539,1111,1,0,2,TA,5,Typ,1,Gd,1982,1,288,TA,Y,0,0,NA,NA,8,2008,WD,Normal,116900
1150,70,RM,50,9000,Pave,NA,Lvl,AllPub,Gtl,OldTown,1Fam,2Story,9,1920,1988,Hip,CompShg,VinylSd,Gd,TA,TA,650,GasA,Ex,Y,SBrkr,832,650,1482,1,0,3,TA,7,Typ,0,NA,1930,2,324,TA,Y,0,0,NA,NA,7,2009,WD,Normal,143000
1151,20,RL,57,8280,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,1Story,5,1950,1950,Gable,CompShg,BrkFace,TA,TA,TA,932,GasA,Ex,Y,FuseA,932,0,932,1,0,2,Gd,4,Typ,1,Gd,1950,1,306,TA,Y,0,0,NA,GdPrv,11,2007,WD,Normal,124000
1152,20,RL,134,17755,Pave,NA,Lvl,AllPub,Gtl,Edwards,1Fam,1Story,4,1959,1959,Gable,CompShg,HdBoard,TA,TA,TA,1466,GasA,TA,Y,SBrkr,1466,0,1466,1,1,3,Fa,6,Typ,2,Gd,1959,2,528,TA,Y,140,0,NA,NA,11,2006,WD,Normal,149900
1153,20,RL,90,14115,Pave,NA,Lvl,AllPub,Gtl,Crawfor,1Fam,1Story,7,1956,2004,Gable,CompShg,Stone,TA,TA,TA,1073,GasA,Ex,Y,SBrkr,1811,0,1811,1,0,2,Ex,6,Typ,1,Gd,1956,2,470,TA,Y,0,0,NA,NA,7,2006,WD,Abnorml,230000
1154,30,RM,NA,5890,Pave,NA,Lvl,AllPub,Gtl,IDOTRR,1Fam,1Story,8,1930,2007,Gable,CompShg,Wd Sdng,Gd,TA,TA,816,GasA,Ex,Y,SBrkr,816,0,816,1,0,2,TA,5,Typ,0,NA,2002,1,432,TA,Y,0,0,NA,NA,6,2008,WD,Normal,120500
1155,60,RL,NA,13700,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,2Story,6,1965,1988,Gable,CompShg,VinylSd,TA,TA,TA,864,GasA,TA,Y,SBrkr,902,918,1820,1,2,4,Gd,8,Typ,2,Gd,1965,2,492,TA,Y,84,0,NA,GdPrv,5,2008,WD,Normal,201800
1156,20,RL,90,10768,Pave,NA,Lvl,AllPub,Gtl,Veenker,1Fam,1Story,8,1976,2004,Gable,CompShg,Plywood,Gd,Gd,TA,1437,GasA,TA,Y,SBrkr,1437,0,1437,2,0,3,Gd,6,Typ,1,Fa,1976,2,528,TA,Y,21,0,NA,NA,7,2007,WD,Normal,218000
1157,80,RL,85,9350,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,SLvl,8,1965,1999,Gable,CompShg,BrkFace,Gd,TA,TA,1219,GasA,Gd,Y,SBrkr,1265,0,1265,2,0,3,Gd,6,Typ,1,Gd,1965,2,502,TA,Y,92,0,NA,MnPrv,10,2008,WD,Normal,179900
1158,120,RL,34,5001,Pave,NA,Lvl,AllPub,Gtl,NridgHt,Twnhs,1Story,5,2007,2008,Gable,CompShg,VinylSd,TA,Gd,TA,1314,GasA,Ex,Y,SBrkr,1314,0,1314,2,0,2,Gd,6,Typ,1,Gd,2008,2,626,TA,Y,62,0,NA,NA,7,2009,WD,Normal,230000
1159,20,RL,92,11932,Pave,NA,Lvl,AllPub,Gtl,Somerst,1Fam,1Story,5,2007,2008,Gable,CompShg,VinylSd,TA,Gd,TA,1580,GasA,Ex,Y,SBrkr,1580,0,1580,2,0,3,Gd,7,Typ,0,NA,2008,3,830,TA,Y,24,0,NA,NA,6,2008,ConLD,Partial,235128
1160,60,RL,76,9120,Pave,NA,Lvl,AllPub,Gtl,NWAmes,1Fam,2Story,6,1974,1974,Hip,CompShg,HdBoard,TA,TA,TA,901,GasA,TA,Y,SBrkr,943,933,1876,2,1,4,Gd,8,Typ,1,TA,1974,2,540,Gd,Y,69,0,NA,NA,7,2008,WD,Normal,185000
1161,160,RL,24,2280,Pave,NA,Lvl,AllPub,Gtl,NPkVill,Twnhs,2Story,5,1978,1978,Gable,CompShg,Plywood,TA,Gd,TA,855,GasA,Fa,Y,SBrkr,855,601,1456,2,1,3,TA,7,Typ,1,TA,1978,2,440,TA,Y,0,0,NA,NA,7,2010,WD,Normal,146000
1162,20,RL,NA,14778,Pave,NA,Low,AllPub,Gtl,Crawfor,1Fam,1Story,7,1954,2006,Hip,CompShg,HdBoard,TA,TA,TA,1296,GasA,Ex,Y,SBrkr,1640,0,1640,1,0,3,Gd,7,Typ,1,Gd,1993,2,924,TA,Y,0,0,NA,NA,11,2008,WD,Normal,224000
1163,20,RL,109,8724,Pave,NA,Lvl,AllPub,Gtl,Sawyer,1Fam,1Story,5,1968,1968,Gable,CompShg,VinylSd,TA,Gd,TA,894,GasA,Gd,Y,SBrkr,894,0,894,1,0,3,TA,5,Typ,1,Po,1968,2,450,TA,Y,0,0,NA,NA,5,2007,WD,Normal,129000
1164,90,RL,60,12900,Pave,NA,Lvl,AllPub,Gtl,Sawyer,Duplex,SFoyer,4,1969,1969,Gable,CompShg,Plywood,TA,Gd,TA,1198,GasA,TA,Y,SBrkr,1258,0,1258,0,2,0,TA,6,Typ,0,NA,1969,2,400,Fa,Y,0,0,NA,NA,1,2008,WD,Alloca,108959
1165,80,RL,NA,16157,Pave,NA,Lvl,AllPub,Gtl,Veenker,1Fam,SLvl,7,1978,1978,Gable,CompShg,Plywood,TA,Gd,TA,1360,GasA,Ex,Y,SBrkr,1432,0,1432,1,1,2,Gd,5,Typ,1,TA,1978,2,588,TA,Y,180,0,NA,NA,6,2007,WD,Normal,194000
1166,20,RL,79,9541,Pave,NA,Lvl,AllPub,Gtl,NridgHt,1Fam,1Story,5,2009,2009,Gable,CompShg,VinylSd,TA,Gd,TA,1502,GasA,Ex,Y,SBrkr,1502,0,1502,2,0,3,Gd,7,Typ,0,NA,2009,2,644,TA,Y,114,0,NA,NA,9,2009,New,Partial,233170
1167,20,RL,64,10475,Pave,NA,Lvl,AllPub,Gtl,CollgCr,1Fam,1Story,5,2008,2008,Gable,CompShg,VinylSd,TA,Gd,TA,1694,GasA,Ex,Y,SBrkr,1694,0,1694,2,0,3,Gd,7,Typ,0,NA,2008,3,776,TA,Y,33,0,NA,NA,2,2010,WD,Normal,245350
1168,60,RL,58,10852,Pave,NA,Lvl,AllPub,Gtl,Gilbert,1Fam,2Story,5,2000,2000,Gable,CompShg,VinylSd,TA,Gd,TA,959,GasA,Ex,Y,SBrkr,959,712,1671,2,1,3,TA,7,Typ,1,TA,2000,2,472,TA,Y,38,0,NA,NA,2,2006,WD,Normal,173000
1169,70,RL,120,13728,Pave,NA,Lvl,AllPub,Gtl,Edwards,1Fam,2Story,7,1935,1986,Hip,CompShg,Stucco,TA,TA,TA,1127,GasA,Ex,Y,SBrkr,1236,872,2108,2,0,4,Gd,7,Typ,2,TA,1935,2,540,TA,Y,0,0,NA,NA,7,2008,WD,Normal,235000
1170,60,RL,118,35760,Pave,NA,Lvl,AllPub,Gtl,NoRidge,1Fam,2Story,5,1995,1996,Hip,CompShg,HdBoard,Gd,Ex,TA,1930,GasA,Ex,Y,SBrkr,1831,1796,3627,3,1,4,Gd,10,Typ,1,TA,1995,3,807,TA,Y,76,0,NA,NA,7,2006,WD,Normal,625000
1171,80,RL,76,9880,Pave,NA,Lvl,AllPub,Gtl,Mitchel,1Fam,SLvl,6,1977,1977,Gable,CompShg,Plywood,TA,TA,TA,1096,GasA,TA,Y,SBrkr,1118,0,1118,1,0,3,TA,6,Typ,1,Po,1977,1,358,TA,Y,0,576,Gd,GdPrv,7,2008,WD,Normal,171000
1172,20,RL,76,9120,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,1Story,6,1958,1958,Hip,CompShg,MetalSd,TA,TA,TA,1261,GasA,Ex,Y,SBrkr,1261,0,1261,1,0,3,TA,6,Typ,1,TA,1958,2,433,TA,Y,0,0,NA,NA,11,2008,WD,Normal,163000
1173,160,FV,35,4017,Pave,Pave,Lvl,AllPub,Gtl,Somerst,TwnhsE,2Story,5,2006,2007,Gable,CompShg,MetalSd,TA,Gd,TA,625,GasA,Ex,Y,SBrkr,625,625,1250,2,1,2,Gd,5,Typ,0,NA,2006,2,625,TA,Y,54,0,NA,NA,3,2008,WD,Normal,171900
1174,50,RL,138,18030,Pave,NA,Bnk,AllPub,Gtl,ClearCr,1Fam,1.5Fin,6,1946,1994,Gable,CompShg,MetalSd,TA,TA,TA,1598,GasA,TA,Y,SBrkr,1636,971,3086,3,0,3,Ex,12,Maj1,1,Gd,NA,0,0,NA,Y,0,0,NA,MnPrv,3,2007,WD,Normal,200500
1175,70,RL,80,16560,Pave,NA,Lvl,AllPub,Gtl,Crawfor,1Fam,2Story,8,1932,1950,Gable,CompShg,Wd Sdng,TA,Gd,TA,952,GasA,TA,Y,SBrkr,1170,1175,2345,2,1,4,TA,9,Typ,1,Gd,1932,2,360,TA,Y,0,0,NA,NA,7,2006,WD,Normal,239000
1176,50,RL,85,10678,Pave,NA,Lvl,AllPub,Gtl,NoRidge,1Fam,1.5Fin,5,1992,2000,Hip,CompShg,HdBoard,TA,Gd,TA,1683,GasA,Ex,Y,SBrkr,2129,743,2872,2,1,4,Gd,9,Typ,1,TA,1992,2,541,TA,Y,33,0,NA,NA,4,2007,WD,Normal,285000
1177,20,RL,37,6951,Pave,NA,Lvl,AllPub,Gtl,Mitchel,1Fam,1Story,5,1984,1985,Gable,CompShg,HdBoard,TA,TA,TA,876,GasA,TA,Y,SBrkr,923,0,923,1,0,3,TA,5,Typ,0,NA,1984,1,264,TA,Y,0,0,NA,MnPrv,10,2008,WD,Normal,119500
